"Strona główna,lato 2021,egipt",24,"Data rozpoczęcia:czw. 10.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Jungle Aqua Park,3319,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Stylowy hotel sieci Pickalbatros Hotels z jednym z największych parków wodnych w Hurghadzie. Idealny wybór na rodzinne wakacje, świetny dla miłośników wodnego szaleństwa w typowo wakacyjnej atmosferze. Aquapark to mnóstwo niezapomnianych wrażeń na aż 35 zjeżdżalniach dla dorosłych i dzieci. Na miejscu do dyspozycji Gości jest kilka barów i restauracji oraz bogata formuła all inclusive, obejmująca nie tylko smaczne przekąski i napoje w ciągu dnia, ale również korzystanie z baru na plaży przy hotelu Dana Beach, do której organizowany jest bezpłatny dojazd. W 2020 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 25 km od centrum HURGHADY; ok. 15 km od lotniska w Hurhgadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGJUNG/VITX/miniature650x367/egipt/hurghada/hurghada/jungle-aqua-park_0.jpg?datago=1&t=637436551304999922,1
"Strona główna,lato 2021,egipt",26,"Data rozpoczęcia:wt. 08.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Albatros Sea World Resort Marsa Alam,3529,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Marsa Alam</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Fantastyczna propozycja na aktywne wakacje! Nowoczesny, zbudowany w 2018 r., gwarantuje dobrą zabawę oraz moc atrakcji dla całej rodziny. Aquapark to plac zabaw zarówno dla dzieci, jak i dorosłych - zjeżdżalnie i aż kilkanaście basenów nie pozwolą nawet na chwilową nudę! Goście mogą także korzystać z kortu tenisowego, siłowni i profesjonalnych animacji, a do tego z licznych restauracji i barów. Hotel posiada piaszczystą plażę z bezpłatnym serwisem i barem objętym all inclusive, a piękna rafa koralowa sprawia, że to idealne miejsce dla pasjonatów nurkowania. Atutem hotelu są nowoczesne i przestronne pokoje, wyposażone we wszystkie wygody potrzebne do udanego wypoczynku. W 2020 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 20 km od EL QUSEIR, ok. 110 km od Marsa Alam; ok. 60 km od lotniska w Marsa Alam; transfer zbiorowy lotnisko-hotel-lotnisko w cenie, dla chętnych transfer indywidualny na zamówienie min. 2 os. dorosłe: w sezonie ZIMA 20/21 - 249 PLN/2 strony lotnisko-hotel-lotnisko/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2021 - 299 PLN/2 strony lotnisko-hotel-lotnisko/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie;</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/RMFAQUA/VITX/miniature650x367/egipt/marsa-alam/al-kusajr/albatros-sea-world-resort-marsa-alam_0.jpg?datago=1&t=637432294160750312,1
"Strona główna,lato 2021,egipt",27,"Data rozpoczęcia:sob. 05.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Jaz Maraya,3439,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Marsa Alam</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Za siedmioma wydmami, za siedmioma palmami, tuż przy plaży i turkusowych wodach Morza Czerwonego, czeka wspaniały hotel jak z bajki! Z hotelowego basenu podziwiać można piękne widoki, a szeroki wybór dań w restauracjach pozwoli spróbować lokalnej i międzynarodowej kuchni na najwyższym poziomie. Eleganckie, stylowe wnętrza z designerskimi detalami, bogata oferta animacji i przestronne, komfortowe pokoje to doskonały przepis na długi i szczęśliwy wypoczynek w orientalnej scenerii!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w dzielnicy hotelowej Madinat Coraya, ok. 73 km od MARSA ALAM, ok. 67 km od El Quseir; ok. 5 km od lotniska w Marsa Alam; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 249 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/RMFMARA/VITX/miniature650x367/egipt/marsa-alam/marsa-alam/jaz-maraya_0.jpg?datago=1&t=637436733452666954,1
"Strona główna,lato 2021,egipt",,"Data rozpoczęcia:czw. 17.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Amwaj Blue Beach Abu Soma Resort & Spa,3239,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Stylowy hotel doskonale położony wśród drzew palmowych przy długiej, piaszczystej plaży z własnym pomostem, to idealny wybór dla miłośników wodnego szaleństwa. Atrakcji dostarczają liczne animacje, bogata oferta sportów wodnych i ładne, duże baseny. Komfortowo urządzone pokoje, centrum spa, doskonała kuchnia i formuła all inclusive dostępna przez całą dobę zapewniają udany pobyt i pozwalają zapomnieć o codzienności.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w dzielnicy Abu Soma, ok. 10 km od SAFAGI, ok. 50 km od centrum Hurghady; ok. 45 km od lotniska w Hurghadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGAMWA/VITX/miniature650x367/egipt/hurghada/soma-bay/amwaj-blue-beach-abu-soma-resort--spa_0.jpg?datago=1&t=637431958899535390,1
"Strona główna,lato 2021,egipt",26,"Data rozpoczęcia:sob. 05.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",LTI Akassia Beach,3129,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Marsa Alam</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Doskonałe miejsce na aktywne wakacje z rodziną i przyjaciółmi! Rozległy resort oferuje przestronne i dobrze wyposażone pokoje, szeroki wybór restauracji i barów oraz duży kompleks basenowy. Urozmaicony program animacji zapewni rozrywkę dla całej rodziny, a pasjonatom nurkowania spodoba się piękna rafa koralowa. Dodatkowo Goście mogą korzystać ze wszystkich udogodnień sąsiedniego hotelu Club Calimera, w tym: basenów, barów i restauracji. W 2019 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>częściowo na wzniesieniu, ok. 25 km od EL QUSEIR, ok. 57 km od Port Ghalib, ok. 110 km od Marsa Alam; ok. 36 km od lotniska w Marsa Alam; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020 - 249 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/RMFAKAS/VITX/miniature650x367/egipt/marsa-alam/marsa-alam/lti-akassia-beach_0.jpg?datago=1&t=637433179537924766,1
"Strona główna,lato 2021,egipt",26,"Data rozpoczęcia:wt. 15.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Calimera Club Akassia Swiss Resort,2989,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Marsa Alam</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Idealny hotel na rodzinne wakacje! Na miejscu moc atrakcji i możliwość korzystania z jednego z największych aquaparków w Marsa Alam - kilkanaście zjeżdżalni, crazy river, basen ze sztuczną falą, minikluby dla dzieci, animacje dla całej rodziny. Do dyspozycji Gości są przestronne i bardzo wygodne pokoje, w których można zakwaterować 4-osobową rodzinę. Kilka restauracji i barów, zajęcia rekreacyjne, sporty wodne i plaża z piękną rafą koralową nie pozwolą nawet na chwilową nudę. Goście mogą korzystać z infrastruktury siostrzanego hotelu LTI Akassia Beach, w tym z orientalnej kawiarni, amfiteatru, sklepów i aquaparku. W 2019 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 25 km od centrum EL QUSEIR, ok. 57 km od Port Ghalib, ok. 110 km od Marsa Alam; ok. 36 km od lotniska w Marsa Alam; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020 - 249 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/RMFCALA/VITX/miniature650x367/egipt/marsa-alam/marsa-alam/calimera-club-akassia-swiss-resort_0.jpg?datago=1&t=637432329918139688,1
"Strona główna,lato 2021,egipt",25,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Cooee Prima Life Makadi Bay,2989,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony w regionie Makadi z pięknym widokiem na zatokę, bezpośrednio przy piaszczystej plaży, jest idealnym miejscem na pełen relaks i udany odpoczynek. Przyjazna, relaksująca atmosfera i sympatyczny zespół animatorów zapewniają prawdziwie wakacyjny klimat i świetną zabawę, a amatorów nurkowania ucieszą dobre warunki i ładna rafa koralowa. Duży, zadbany basen ze zjeżdżalniami to doskonałe miejsce na słoneczne odprężenie i wodną zabawę. A na koniec nic tak nie poprawia humoru jak smakowity posiłek po dniu pełnym aktywności na świeżym powietrzu!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w zatoce Makadi, ok. 30 km od centrum HURGHADY; ok. 35 km od lotniska w Hurghadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; bus hotelowy (Hurghada/ok. 7 EUR/dwie strony).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGPRIM/VITX/miniature650x367/egipt/hurghada/hurghada/cooee-prima-life-makadi-bay_0.jpg?datago=1&t=637432277240632591,1
"Strona główna,lato 2021,egipt",25,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Titanic Royal,2989,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Planujesz wakacje z rodziną? Chcesz wypoczywać w komfortowych warunkach, na miejscu mieć mnóstwo rozrywek dla dzieci, a tuż obok piękną, piaszczystą plażę? Ten hotel jest dla Ciebie! Idealnie położony, otwarty w 2019 r., nowoczesny i elegancki, zaprasza na wakacje w promieniach egipskiego słońca. Na miłośników aktywnego wypoczynku czekają sporty wodne na plaży, na miejscu baseny i zjeżdżalnie, a nawet aquapark w siostrzanym hotelu Titanic Resort &amp; Aquapark. Dla dzieciaków przygotowano pokój i plac zabaw, miniklub i animacje. Komfortowe, przestronne pokoje to idealne miejsce na odpoczynek, a szeroki wybór restauracji i barów pozwoli delektować się smakiem ulubionych potraw i drinków. Beztroska zabawa i dużo wakacyjnych uśmiechów gwarantowane.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 17 km od centrum HURGHADY, ok. 700 m od supermarketu, ok. 2 km od galerii handlowej ze sklepami, barami i restauracjami, ok. 4 km od Hurghada Grand Aquarium, ok. 11 km od otoczonych rafami koralowymi wysp Dżazair Dżiftun; ok. 10 km od lotniska w Hurghadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGTITR/VITX/miniature650x367/egipt/hurghada/hurghada/titanic-royal_0.jpg?datago=1&t=637434297512505625,1
"Strona główna,lato 2021,egipt",25,"Data rozpoczęcia:czw. 10.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Titanic Beach Spa & Aqua Park,2879,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Bardzo kolorowy, zbudowany z rozmachem, o typowo wakacyjnej, pogodnej architekturze, jest rajem dla wszystkich turystów, także tych najmłodszych. Zachęca znakomitym standardem usług, wyborną kuchnią i świetną zabawą - wszystko w miłym, zadbanym otoczeniu i pięknych wnętrzach, dekorowanych eleganckimi marmurami. Świetny kompleks basenowy i aquapark to superatrakcja i rozrywka dla całej rodziny! Rewelacyjna atmosfera wakacyjnej zabawy i dużo radości dla całej rodziny, moc atrakcji od rana do wieczora! Goście hotelu mogą korzystać z infrastruktury hotelu Titanic Palace Resort. W 2020 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 20 km od centrum HURGHADY; ok. 10 km od lotniska w Hurghadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; bus hotelowy (Hurghada; płatny: ok. 3 EUR/os./2 strony, wymagana wcześniejsza rezerwacja).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGTITA/VITX/miniature650x367/egipt/hurghada/hurghada/titanic-beach-spa--aqua-park_0.jpg?datago=1&t=637432183023032266,1
"Strona główna,lato 2021,egipt",27,"Data rozpoczęcia:sob. 28.08.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",El Malikia Resort Abu Dabbab (ex.Sol Y Mar),2919,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Marsa Alam</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Komfortowy, położony przy jednej z najładniejszych plaż w rejonie Marsa Alam. Czyste morze sprawia, że morska fauna jest tu szczególnie bogata, a największą atrakcją są krowy morskie - diugonie, które mogą ważyć nawet do 400 kg! Można też spotkać żółwie morskie i wiele gatunków egzotycznych ryb. Na rozległym terenie należącym do hotelu przygotowano wiele atrakcji sportowych, a o dobry humor Gości dba zespół znakomitych animatorów.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 249 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/RMFSOMA/VITX/miniature650x367/egipt/marsa-alam/marsa-alam/el-malikia-resort-abu-dabbab-(ex.sol-y-mar)_0.jpg?datago=1&t=637437286559571250,1
