"Strona główna,lato 2021,turcja",27,"Data rozpoczęcia:sob. 05.06.2021,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Venus (Side),2189,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Side</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony w spokojnej okolicy, przyciąga kameralną atmosferą, blisko plaży wyróżnionej Błękitną Flagą, na ładnie zagospodarowanym zielonym terenie o powierzchni ponad 17 tys. m². Na Gości czekają m.in. 2 baseny ze zjeżdżalniami, kort tenisowy, miniklub i animacje. Smakowite dania serwowane w restauracji, wygodne pokoje i sympatyczna obsługa zapewniają komfortowy i przyjemny pobyt. Warto wybrać się również na wycieczkę do słynnego centrum Side, żeby zobaczyć wspaniałe pozostałości starożytnych budowli.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w Titreyengol, apteka i bankomat ok. 300 m od hotelu, przy drodze lokalnej, ok. 7 km od centrum SIDE; ok. 65 km od lotniska w Antalyi; przystanek autobusowy ok. 150 m od hotelu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/AYTVENU/VITX/miniature650x367/turcja/side/titreyengol/venus-(side)_0.jpg?datago=1&t=637436649518738584,1
"Strona główna,lato 2021,turcja",16,"Data rozpoczęcia:sob. 05.06.2021,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Primasol Serra Garden,2339,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Side</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Rozległy kompleks składający się z apartamentów w niskiej zabudowie otoczonych zielonym ogrodem, położonych blisko ładnej, piaszczystej plaży łagodnie opadającej do morza. To prawdziwy raj dla rodzin, które chcą nie tylko odpocząć, ale również spędzić czas aktywnie. Hotel słynie z doskonale przygotowanych, rozrywkowych animacji, na dzieci czekają również zajęcia w miniklubie. Najważniejszym miejscem w hotelu są pięknie zaaranżowane baseny, w tym jeden z 3 zjeżdżalniami i tarasami do opalania. Do dyspozycji Gości są 3 restauracje i 2 bary, w których można m.in. spróbować lokalnych przysmaków. Na miejscu jest również centrum spa - doskonałe miejsce na relaks po dniu pełnym wrażeń. W 2019 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w Evrenseki, ok. 300 m od najbliższych sklepów, ok. 5 km od centrum SIDE, ok. 12 km od centrum Manavgat; ok. 60 km od lotniska w Antalyi; przystanek autobusowy ok. 200 m od hotelu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/AYTPRIM/VITX/miniature650x367/turcja/side/side/primasol-serra-garden_0.jpg?datago=1&t=637436506490956953,1
"Strona główna,lato 2021,turcja",24,"Data rozpoczęcia:sob. 28.08.2021,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Club Kastalia,2729,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Alanya</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Raj dla aktywnych! Wspaniałe baseny, aquapark ze zjeżdżalniami, 4 korty tenisowe i ciekawie prowadzone animacje pozwolą zadbać o kondycję Gości w każdym wieku. Na miejscu jest duży, wypielęgnowany ogród, a do pięknej, piaszczystej plaży jest zaledwie kilka kroków. Przestronne pokoje są praktycznie urządzone i wyposażone we wszystko, co potrzebne jest do komfortowego pobytu. Świetne miejsce na wypoczynek blisko natury w przepięknym otoczeniu, a jednocześnie z mnóstwem atrakcji przygotowanych specjalnie dla rodzin z dziećmi. W 2019 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 1 km od centrum Konakli, ok. 12 km od ALANYI, najbliższe sklepy i bary ok. 1 km od hotelu; ok. 113 km od lotniska w Antalyi.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/AYTKAST/VITX/miniature650x367/turcja/alanya/konakli/club-kastalia_0.jpg?datago=1&t=637437086548837813,1
"Strona główna,lato 2021,turcja",28,"Data rozpoczęcia:sob. 18.09.2021,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Pgs Kiris Resort,2709,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Kemer</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony w jednym z najpopularniejszych kurortów na Riwierze Tureckiej. Bogata oferta sportowa, kilka basenów na świeżym powietrzu, kryty basen w centrum spa, miniklub i aż 6 kortów tenisowych to tylko część atrakcji, które czekają na Gości hotelu. Wspaniała zabawa podczas hotelowych animacji, świetna atmosfera i miła obsługa pozwolą w pełni cieszyć się tureckim słońcem. Na odpoczynek po dniu pełnym wrażeń zapraszają przestronne i zadbane pokoje, wyposażone we wszystkie wygody. Atutem hotelu jest również doskonale utrzymany, zielony ogród, który nadaje temu miejscu wyjątkowego uroku. Idealny hotel na aktywny wypoczynek w gronie rodziny i przyjaciół.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 8 km od centrum KEMER, przy drodze lokalnej; ok. 65 km od lotniska w Antalyi.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/AYTPGSK/VITX/miniature650x367/turcja/kemer/kemer/pgs-kiris-resort_0.jpg?datago=1&t=637437990356347578,1
"Strona główna,lato 2021,turcja",21,"Data rozpoczęcia:sob. 05.06.2021,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Dosinia Luxury Resort,2709,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Kemer</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Świetny na pobyt z rodziną, paczką znajomych lub na wyjazd we dwoje. Obiekt proponuje wypoczynek dla tych, którzy lubią relaks w spa, odpoczynek nad basenem lub chcą zasmakować włoskiej kuchni i owoców morza w hotelowych restauracjach. Jest tu także coś dla aktywniejszych Gości - siłownia, aquaerobik, siatkówka plażowa. Rozrywkę zapewniają także animacje dla dorosłych i dzieci, które zaszaleją na basenie ze zjażdżalniami lub placu i w sali zabaw. Warto też wybrać się do Kemer, które oferuje piękną przyrodę i ruiny starożytnych miast - Phaselis i Olympos.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w BELDIBI, ok. 100 metrów od hotelu, ok. 4 km od Göynük, ok. 10 km od centrum Kemer; ok. 45 km od lotniska w Antalyi, przystanek autobusowy przed hotelem.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/AYTDOSI/VITX/miniature650x367/turcja/kemer/beldibi/dosinia-luxury-resort_0.jpg?datago=1&t=637431897601681684,1
"Strona główna,lato 2021,turcja",26,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Adrina Beach Resort (ex Palm Wings Beach Resort),2629,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Didyma</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Stylowy, położony w cichej i spokojnej okolicy, pośród zieleni zaprasza na rodzinne wakacje nad Morzem Egejskim. Tuż przy hotelu piaszczysta plaża wyróżniona Błękitną Flagą z molo i bezpłatnym serwisem - idealne miejsce na relaks w ciągu dnia. Na aktywnych czekają baseny, korty tenisowe i animacje. Dzieciaki miło spędzą czas podczas zajęć w miniklubie, podczas gdy rodzice zrelaksują się w hotelowym centrum spa. Urlop tutaj będzie niezapomniany!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 4 km od centrum DIDYMY, ok. 200 m od drogi lokalnej, najbliższe sklepy i bary ok. 200 m od hotelu; ok. 85 km od lotniska Bodrum-Milas; przystanek autobusowy ok. 200 m od hotelu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/BJVADRI/VITX/miniature650x367/turcja/bodrum/didim/adrina-beach-resort-(ex-palm-wings-beach-resort)_6.jpg?datago=1&t=637435345352348047,1
"Strona główna,lato 2021,turcja",20,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Buyuk Anadolu Didim Resort,2589,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Didyma</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Jest świetnym miejscem na rodzinne wakacje w magicznej atmosferze. Położony na obszarze ok. 20 tys. m², ciekawie zaprojektowany, przyciąga wspaniałymi widokami i prywatną piaszczystą plażą. To wymarzone miejsce dla lubiących aktywny wypoczynek - w ciągu dnia kalorie można tutaj spalać nie tylko w basenie, ale również szalejąc na zjeżdżalniach w aquaparku lub w centrum fitness. Hotel słynie ze świetnej grupy animatorów, która w ciągu dnia zadba o kondycję fizyczną Gości, a wieczorami zapewni rozrywkę w hotelowym amfiteatrze. Odrobinę czaru dodaje również profesjonalna obsługa, która dba o każdy szczegół tak, aby wakacje w tym miejscu zawsze można było określić jako niezapomniane.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 5 km od centrum DIDYMY; ok. 80 km od lotniska Bodrum-Milas; przystanek autobusowy przy hotelu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/BJVBUYU/VITX/miniature650x367/turcja/bodrum/didim/buyuk-anadolu-didim-resort_0.jpg?datago=1&t=637434697462452110,1
"Strona główna,lato 2021,turcja",25,"Data rozpoczęcia:pt. 17.09.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Atlantique Holiday Club,2659,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Kusadasi</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony przy najdłuższej i najpiękniejszej plaży Kusadasi, z bogatym zapleczem sportowo-rekreacyjnym pozwala w pełni realizować sportowe pasje. Do dyspozycji Gości wspaniałe restauracje i bary. Bogaty program animacyjny oraz infrastruktura rekreacyjna przygotowana z myślą o najmłodszych czynią ten hotel idealnym wyborem na beztroskie, rodzinne wakacje. W 2019 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 8 km od centrum KUSADASI, ok. 300 m od barów, sklepów i restauracji; ok. 80 km od lotniska w Izmirze; przystanek autobusowy ok. 200 m od hotelu (Kusadasi).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/ADBATLA/VITX/miniature650x367/turcja/kusadasi/kusadasi/atlantique-holiday-club_0.jpg?datago=1&t=637435777494296797,1
"Strona główna,lato 2021,turcja",29,"Data rozpoczęcia:sob. 18.09.2021,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Vikingen Infinity Resort & Spa,2609,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Alanya</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Nowoczesna architektura, stylowo zaaranżowane wnętrza i komfortowo urządzone pokoje robią niesamowite wrażenie i zapraszają na wyjątkowy pobyt. Duży i doskonale utrzymany kompleks basenowy jest idealnym miejscem na błogi wypoczynek, a smaczne i różnorodne posiłki serwowane w ramach all inclusive najlepiej zjeść na tarasie z widokiem na morze. Dwa baseny ze zjeżdżalniami usytuowane przy plaży to doskonałe rozwiązanie dla tych, którzy chcą łączyć relaks z szaloną zabawą na zjeżdżalniach wodnych. Warto też wybrać się na wycieczkę do pobliskiego Delfinarium SEALANYA, żeby zobaczyć pokaz sztuczek, a nawet popływać z delfinami. W 2019 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>na wzgórzu, ok. 2 km od centrum Avsallar, ok. 18 km od centrum ALANYI, najbliższe sklepy i bary ok. 2 km od hotelu, ok. 110 km od lotniska w Antalyi; przy drodze szybkiego ruchu; przystanek autobusowy przy hotelu (Alanya).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/AYTVIKI/VITX/miniature650x367/turcja/alanya/okurcalar/vikingen-infinity-resort--spa_0.jpg?datago=1&t=637436605302583750,1
"Strona główna,lato 2021,turcja",24,"Data rozpoczęcia:sob. 28.08.2021,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Wrocław,Operator:Itaka",Crown Palace (Side),2559,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Turcja  /  Side</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Korona nad głównym wejściem to najlepsza charakterystyka tego hotelu, będącego luksusowym i eleganckim miejscem dla najbardziej wymagających klientów - tutaj każdy może się poczuć jak król! Urządzony w stylu art déco, łączy nowoczesne rozwiązania z orientalnymi detalami. Komfortowe pokoje, stylowe restauracje i centrum spa sprawiają, że można tu spędzić wyjątkowe wakacje z klasą. Blisko stąd do pięknej piaszczystej plaży, gdzie można skorzystać z szerokiej gamy sportów wodnych. Hotel polecany jest także organizatorom konferencji wymagających wyjątkowej oprawy.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w Evrenseki, ok. 400 metrów od hotelu najbliższe sklepy oraz bazary, ok. 7 km od centrum SIDE ze sklepami, barami i restauracjami, ok. 10 km od Manavgat; ok. 60 km od lotniska w Antalyi; przystanek autobusowy ok. 50 m od hotelu (Side/Manavgat).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/AYTCROW/VITX/miniature650x367/turcja/side/side/crown-palace-(side)_0.jpg?datago=1&t=637434739126719688,1
