"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Room Mate Mario,1642,"<h3 class=""hotel-description__subject"">* Udogodnienia:</h3>,<p class=""convenience-advice""><span class=""orange-default"">*</span> Poprawność udogodnień zawsze weryfikuj z opisem hotelu.</p>,<h3 class=""hotel-description__subject"">Dokumenty podróży:</h3>",https://www.travelplanet.pl/Content/img/no-photo/575x325.jpg,1
"Strona główna,super last minute,hiszpania",20,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Poznań,Operator:Exim Tours",Albir Confort Estrella Golf,1619,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>2<br>Hiszpania/Costa Blanca</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Exim Tours 2*<br>- kat. lokalna  2*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>El Albir<br>- w niedalekiej odległości znajdują się sklepy, bary/restauracje, przystanek autobusowy<br>- ok. 400 m od plaży Playa de Albir<br>- ok. 4,5 km Parque Natural Sierra Hellada<br>- ok. 6 km Altea<br>- ok. 7 km Benidorm<br>- ok. 63 km od lotniska</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta, publiczna<br>- leżaki i parasole płatne</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/29457/EXIM/miniature650x367/hiszpania/costa-blanca/alfaz-del-pi/albir-confort-estrella-golf_0.jpg?datago=1&t=637434839305475101,1
"Strona główna,super last minute,hiszpania",22,"Data rozpoczęcia:sob. 12.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Kraków,Operator:Exim Tours",Teide Mar,1539,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>3<br>Hiszpania/Teneryfa</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Exim Tours 3*<br>- kat. lokalna 3*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Puerto de la Cruz<br>- w pobliżu przystanek autobusowy<br>- ok. 100 m do barów, restauracji, sklepów<br>- ok. 1,2 km od plaży<br>- ok. 1,5 km od Lago Martianez<br>- ok. 4,5 km od Loro Park<br>- ok. 40 km od wulkanu Teide<br>- ok. 85 km od lotniska</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta (ciemny piasek), żwirkowa, kamienista<br>- parasole, leżaki (za opłatą)</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/32081/EXIM/miniature650x367/hiszpania/teneryfa/puerto-de-la-cruz/teide-mar_0.jpg?datago=1&t=637433672257787500,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Travelodge Torrelaguna,979,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/26620/XYOB/miniature650x367/hiszpania/madryt/madryt/travelodge-torrelaguna_6.jpeg?datago=1&t=637433539410092187,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",NH Madrid Paseo de La Habana,1556,"<h3 class=""hotel-description__subject"">* Udogodnienia:</h3>,<p class=""convenience-advice""><span class=""orange-default"">*</span> Poprawność udogodnień zawsze weryfikuj z opisem hotelu.</p>,<h3 class=""hotel-description__subject"">Dokumenty podróży:</h3>",https://www.travelplanet.pl/Content/img/no-photo/575x325.jpg,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Occidental Castellana Norte (ex Barcelo),1515,"<h3 class=""hotel-description__subject"">* Udogodnienia:</h3>,<p class=""convenience-advice""><span class=""orange-default"">*</span> Poprawność udogodnień zawsze weryfikuj z opisem hotelu.</p>,<h3 class=""hotel-description__subject"">Dokumenty podróży:</h3>",https://www.travelplanet.pl/Content/img/no-photo/575x325.jpg,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pt. 18.12.2020,Czas Trwania:6 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa - Modlin,Operator:Yobboo",Marsol,1574,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/21344/tpsel/miniature650x367/hiszpania/costa-brava/lloret-de-mar/marsol_TP323258.jpg,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Travelodge Madrid Alcala,976,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/191203/XYOB/miniature650x367/hiszpania/madryt/madryt/travelodge-madrid-alcala_0.jpeg?datago=1&t=637435648977949141,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Tokio,971,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/195198/XYOB/miniature650x367/hiszpania/madryt/madryt/tokio_0.jpeg?datago=1&t=637433506731114759,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:Według programu,Wylot z:Poznań,Operator:Yobboo",Milords,871,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Hotel:</h3>,<p></p>",https://cdntravelplanet.pl/HBE2420/XYOB/miniature650x367/hiszpania/costa-blanca/benidorm/milords_0.jpeg?datago=1&t=637432136819517829,1
"Strona główna,super last minute,emiraty arabskie",,"Data rozpoczęcia:pt. 18.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Katowice,Operator:Konsorcjum PBP",Hampton By Hilton Al Barsha,3845,"<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p>Hotel położony przy głównej drodze Sheikh Zayed Road, 5 minut od Mall of the Emirates i ok. 6 km od Dubai Internet City. Do centrum Dubaju, Dubai Mall i Burj Khalify można dojechać zaledwie w pół godziny.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje:</h3>,<p>Hotel oferuje elegancko urządzone, komfortowe pokoje wyposażone w łazienkę z prysznicem, ręczniki i zestaw kosmetyków do kąpieli, płaski telewizor HD, mini lodówkę, budzik, bezpłatny dostęp do Wi-Fi, zestaw do parzenia kawy/herbaty, żelazko i deskę do prasowania, sejf na laptopa, biurko.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Do dyspozycji gości:</h3>,<p>codziennie bezpłatne śniadanie, basen na dachu, bezpłatny dostęp do Wi-Fi w pokojach i w lobby, parking, centrum biznesowe, centrum fitness, restauracja hotelowa, bar</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Cena zawiera:</h3>,<p>przelot na trasie Warszawa-Dubaj-Warszawa w kwocie min. 1950 PLN/os., transfer lotnisko-hotel-lotnisko, zakwaterowanie w hotelu, wyżywienie według wybranej opcji, anglojęzyczną opiekę przedstawiciela lokalnego kontrahenta, ubezpieczenie Europa Multitravel + CP (choroby przewlekłe) do 100% KL + AS (amatorskie uprawianie sportu) - KL 150 000 EURO, NNW - 4 000 EURO, BAGAŻ - 400 EURO, obowiązkową składkę na TFG w wysokości 13 zł/os.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Cena nie zawiera:</h3>",https://cdntravelplanet.pl/EAHAM/TRAD/miniature650x367/emiraty-arabskie/dubaj/dubaj/hampton-by-hilton-al-barsha_0.jpg,1
