"Strona główna,super last minute,cypr",,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Prima Holiday",Kapetanios,1 921,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>Hotel położony w centrum turystycznej części Limassol, gdzie znajdują się liczne tawerny, sklepy, kawiarnie i dyskoteki. Oddalony ok. 70 km od lotniska w Larnace.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>Publiczna piaszczysto-żwirowa plaża ok. 100m od hotelu (przejście przez promenadę). Leżaki i parasole za opłatą.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>Wygodny, zadbany hotel z uprzejmą obsługą polecany jest dla rodzin z dziećmi, jak i miłośnikom aktywnego spędzania czasu i zwiedzania.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>Recepcja, lobby, restauracja główna, bar, tawerna, pub, wypożyczalnia rowerów, taras, ogród, pralnia, sejf, plac zabaw, minimarket, sala TV. Leżaki i parasole bezpłatnie przy basenie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>",https://www.travelplanet.pl/Content/img/no-photo/575x325.jpg,1
"Strona główna,super last minute,emiraty arabskie",13,"Data rozpoczęcia:pt. 11.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Best Reisen",Citymax Al Barsha at the Mall,3 876,"<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Średniej klasy hotel w dobrym stylu. Odpowiednia propozycja dla tych, którzy lubią zwiedzać, a nie muszą mieszkać w luksusie. Promocyjne oferty cenowe.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>W biznesowej dzielnicy Al Barsha, w sąsiedztwie Mall of Emirates (ogromne centrum handlowo-rozrywkowe z wieloma sklepami, lokalami gastronomicznymi, centrum rekreacyjnym Magic Planet, kinami, słynnym Ski Dubai oraz salą koncertową), 5 km od Internet &amp; Media City, 9 km od plaży Jumeirah.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie :</h3>,<p>Restauracja główna (kuchnia arabska i międzynarodowa), całodobowa kawiarnia, Sport Bar &amp; Grill, bar muzyczny (Dj, muzyka na żywo),</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>,<p>378 komfortowych pokoi;<br>Standard (ok. 20 m kw.) z łazienkami (wanna lub prysznic), Wi-Fi, TV sat (LCD), indywidualnie sterowaną klimatyzacją, serwisem do zaparzania kawy/herbaty, małą lodówką, telefonem.<br>W pokojach nie ma możliwości wstawienia 3. łóżka/dostawki. Dziecko do 12 r. ż. śpi z rodzicami. Prosimy o wzięcie tego pod uwagę, podczas rezerwacji, ponieważ wszelkie zażalenia z tego wynikające, nie zostaną uznane.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyżywienie :</h3>",https://cdntravelplanet.pl/12425/BVBX/miniature650x367/emiraty-arabskie/dubaj/dubaj/citymax-al-barsha-at-the-mall_0.jpg?datago=1&t=637434496850319488,1
"Strona główna,super last minute,turcja",43,"Data rozpoczęcia:sob. 12.12.2020,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Coral Travel",Justiniano Deluxe Resort,957,"<h3 class=""hotel-description__subject hotel--description--subject"">KATEGORIA:</h3>,<p>5*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">REGION:</h3>,<p>Alanya</p>,<h3 class=""hotel-description__subject hotel--description--subject"">OPIS:</h3>,<p>Atrakcyjnie zlokalizowany bezpośrednio przy plaży hotel znajduje się w miejscu, gdzie błękitne morze spotyka się z unikalną przyrodą, błękit z zielenią. Położony niedaleko miejscowości Okurcalar - centrum rozrywki, zabawy i wypoczynku. Oferuje ciekawy program animacyjny dla dzieci i dorosłych oraz rozbudowane zaplecze rekreacyjno-sportowe dla wielbicieli aktywnych wakacji.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">lokalizacja:</h3>,<p>35 km od centrum Alanyi, 85 km od lotniska w Antalyi-AYT. Hotel usytuowany na powierzchni: 9500 m2.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">kategoria organizatora:</h3>",https://cdntravelplanet.pl/8232/WEZY/miniature650x367/turcja/alanya/okurcalar/justiniano-deluxe-resort_0.jpg?datago=1&t=637433011339451484,1
"Strona główna,super last minute,kuba",,"Data rozpoczęcia:pt. 18.12.2020,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Berlin,Operator:Prima Holiday",Melia Marina Varadero,8 862,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>Na brzegu portu jachtowego w Varadero, na samym końcu półwyspu Hicacos. Do centrum kurortu ok. 14 km - po kurorcie i półwyspie kursuje autobus turystyczny (płatny). Do lotniska w Varadero ok. 40 km. <br>Polecamy możliwość rezerwacji specjalnego transferu połączonego ze zwiedzaniem Havany - City Tour po Hawanie (w 1szym lub ostanim dniu pobytu).  Taka opcja jest bardzo atrakcyjna, daje możliwość poznania tego nieprzeciętnego miasta.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>Piaszczysta, oddalona od hotelu ok. 300 m (przejście kładką nad ulicą). Leżaki, parasole oraz ręczniki plażowe bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>KATEGORIA LOKALNA 5*<br>Luksusowy kompleks hotelowy, należący do znanej i cenionej sieci Melia, wybudowany został w 2013 r. Pięciogwiazdkowy kurort nadmorski, który oferuje szereg wrażeń dla osób kochających morze. Wyposażony we wszystkie usługi i udogodnienia potrzebne do połączenia długiego pobytu na lądzie z życiem na pokładzie, przeznaczony do żeglarstwa, żeglarstwa, nurkowania i wędkowania, a także do spotkań i imprez, rodzin, wesel i miesięcy miodowych, spa &amp; wellness.<br>Zintegrowany z nadmorską promenadą ze sklepami i planami mariny z 1200 miejscami do cumowania i ponad 26 pomostami do cumowania, hotel o powierzchni 40 900 m2 oferuje 423 luksusowe pokoje standardowe i apartamenty ozdobione motywami morskimi oraz niezrównanymi widokami na przystań Gaviota Varadero i półwysep Hicacos.<br>Wyśmienita kuchnia odgrywa ważną rolę w hotelowym doświadczeniu z 9 restauracjami i kawiarniami oraz 8 barami oferującymi dania kuchni międzynarodowej, włoskiej, francuskiej i lokalnej oraz koktajle i oczywiście rum i cygara Havana. Uzupełnieniem oferty jest YHI Spa, klub dla dzieci i największy obszar kongresowy w Varadero z obsługą bankietów i sal konferencyjnych.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>Recepcja, windy, przechowalnia bagażu, kantor, pasaż handlowy. Restauracja bufetowa El Pilar, Havana pool snack bar, bar przy basenie Mojtito, bar na plaży Las Brisas, koktajl bar Cojímar, The Daiquiri rum bar,  lobby bar i piano bar (w nocy) Fiesta, El Pescador grill plażowy, restauracja Marlin na plaży, restauracja ala carte Don Peperon-kuchnia  śródziemnomorska, restauracja ala carte francuska Casa Burguete, restauracja ala carte Bana Oriental z kuchnią azjatycką. Za dodatkową opłatą room service, opieka medyczna, salon piękności. Na terenie hotelu znajdują się strefy dla niepalących.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>",https://cdntravelplanet.pl/5839/BVPR/miniature650x367/kuba/varadero/varadero/melia-marina-varadero_0.jpg?datago=1&t=637431822265355703,1
"Strona główna,super last minute,grecja",12,"Data rozpoczęcia:śr. 23.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Kraków,Operator:Prima Holiday",Novus City,1 818,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>Dla tych, którzy chcą zobaczyć najciekawsze miejsca podczas odwiedzania Aten, Novus City Hotel położony jest niedaleko od Monastiraki (1,1 km) i Hefajstejon (1,1 km).<br>Popularne atrakcje,  które znajdują się w pobliżu hotelu, to na przykład Akropolis (1,6 km), Muzeum Akropolu Ateńskiego (1,9 km) i Plaka (1,2 km).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>kategoria lokalna 4*<br>Hotel odznaczony  nagrodą  Travellers Choice - wyróżnienie przyznawane jest jest obiektom i  atrakcjom,<br>które stale zbierają świetne recenzje i należą do najlepszych 10% obiektów na stronie Tripadvisor.<br>Na 8 piętrze znajdują się  wygodne sofy, książki i intymne zakamarki otoczone drzewami oliwnymi, gdzie można odpocząć, poczytać lub nawet pracować, w relaksującym otoczeniu. Możesz także delektować się kawą lub napojem i wyborem dań fingerfood, podziwiając wspaniały widok na panoramę Aten. Po drugiej stronie tarasu znajdują się miejsca do siedzenia wewnątrz i na zewnątrz, jak również możliwość kąpieli, relaksu na leżakach i rozkoszowania się łagodnym klimatem śródziemnomorskim (o ile pozwala na to pogoda) od 10 rano do zachodu słońca każdego dnia.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>24-godzinna recepcja, WiFi, przechowalnia bagażu, prywatny parking, basen na dachu i taras, bar i restauracja.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>,<p>Wi Fee gratis na terenie hotelu</p>,<h3 class=""hotel-description__subject hotel--description--subject"">ZAKWATEROWANIE :</h3>",https://cdntravelplanet.pl/5549/BVPR/miniature650x367/grecja/ateny/ateny/novus-city_0.jpg?datago=1&t=637433633645990625,1
"Strona główna,super last minute,grecja",,"Data rozpoczęcia:pt. 18.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",New,1 630,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/151703/XYOB/miniature650x367/grecja/ateny/ateny/new_0.jpeg?datago=1&t=637431710935327188,1
"Strona główna,super last minute,grecja",,"Data rozpoczęcia:pt. 18.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Acropolis Select,1 088,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/92248/XYOB/miniature650x367/grecja/ateny/ateny/acropolis-select_0.jpeg?datago=1&t=637433263438374063,1
"Strona główna,super last minute,grecja",,"Data rozpoczęcia:pt. 18.12.2020,Czas Trwania:6 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa - Modlin,Operator:Yobboo",Titania,1 455,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/15333/XYOB/miniature650x367/grecja/ateny/ateny/titania_0.jpeg?datago=1&t=637436646066031015,1
"Strona główna,super last minute,grecja",,"Data rozpoczęcia:pt. 18.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Coral Athen,1 210,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/89604/XYOB/miniature650x367/grecja/ateny/ateny/coral-athen_0.jpeg?datago=1&t=637435322576202110,1
"Strona główna,super last minute,grecja",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa - Modlin,Operator:Yobboo",Arethusa,1 020,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/74767/XYOB/miniature650x367/grecja/ateny/ateny/arethusa_0.jpeg?datago=1&t=637436484846529062,1
"Strona główna,super last minute,malta",6,"Data rozpoczęcia:sob. 12.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Berlin,Operator:Exim Tours",be.Hotel,919,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>4<br>Malta/Wyspa Malta</p>,<h3 class=""hotel-description__subject hotel--description--subject"">: :</h3>,<p>Pokoje wyposażone są w łóżeczko dziecięce/niemowląt (bezpłatnie), prywatny basen, ogrzewanie (sterowane centralnie), czajnik (bezpłatnie) i minibar (za opłatą).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>Kat. EximTours  4*<br>Kat. lokalna 4*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- St. Julian  <br>- w pobliżu sklepy/restauracje/bary/kasyno<br>- ok. 100 m od plaży<br>- ok. 200 m od centrum miejscowości<br>- ok. 8 km od Valletty<br>- ok. 10 km od lotniska</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>",https://cdntravelplanet.pl/33124/EXIM/miniature650x367/malta/wyspa-malta/st.-julian's/be.hotel_0.jpg?datago=1&t=637434881189936465,1
